CompoundId	X.RESPONDER_AvgIntenCh2	X.RESPONDER_AvgIntenCh2.1	X.RESPONDER_AvgIntenCh2.2	X.RESPONDER_AvgIntenCh2 log	X.RESPONDER_AvgIntenCh2.1 log	X.RESPONDER_AvgIntenCh2.2 log	up_down
CAMK2B	0.373366521	0.938617402	0.486656201	-1.4213355249897952	-0.09139088665588783	-1.03902515680987	
TGFBR1	0.2567865	0.231779552	0.134018316	-1.9613587370338739	-2.109174800024595	-2.899497910647576	
GRK5	0.094375236	0.082946251	0.055720654	-3.405447842761127	-3.591679413969556	-4.165643998651431	
TESK1	0.287035561	0.134468848	0.167504188	-1.8006986105989542	-2.894656108286866	-2.57773092808532	
GRK6	0.647820966	0.58375223	0.643573727	-0.6263329347895235	-0.7765719387951765	-0.6358226636371997	
TEK	0.062163282	0.017940438	0.7890843329999999	-4.007793514855865	-5.800641076958231	-0.3417485990857492	
MKNK2	0.826982325	0.724209282	0.897009967	-0.2740715997197678	-0.4655214273116671	-0.156804079350869	
TEC	0.126849894	0.163704397	0.20015011300000002	-2.9788057810490756	-2.610835022648281	-2.3208456646503266	
GSK3A	0.189170017	2.743538767	0.24262029899999998	-2.4022446518403	1.4560379616519634	-2.043227835271831	
PRKACA	0.36781609200000004	0.713194091	0.411522634	-1.4429434956683915	-0.4876333449815381	-1.2809563129365853	
PRKAA2	0.0	7.949932341	0.0	-100000.0	2.990942582193328	-100000.0	D
GUK1	0.643030935	0.40244687700000004	0.337024555	-0.6370399503395118	-1.3131297348817095	-1.569074387497489	
PLXNB3	5.916437938	0.115251633	0.20776730100000002	2.5647288454722648	-3.117140902546752	-2.2669594781678044	
HCK	1.856360316	0.157133878	0.40924410200000005	0.8924767620034486	-2.6699338362575804	-1.2889664700673875	
HK1	0.053399786	0.591606582	0.061519532	-4.227022229460348	-0.7572899914599567	-4.0228116615050125	
FGR	0.64	0.700748527	0.7592891759999999	-0.6438561897747247	-0.5130312882261379	-0.3972786528211607	
FGFR4	0.106119561	0.233781414	0.10302905400000001	-3.236237482399154	-2.0967678570446413	-3.2788768628086067	
MAPK14	0.07939028299999999	0.077615647	0.015720799	-3.6548937507388226	-3.687508666566528	-5.991181646221196	
FGFR2	0.333000333	0.050344017000000005	0.172265289	-1.5864044748965054	-4.312035854587584	-2.5372960632749137	
CSF1R	0.71125908	0.490120999	0.27739251	-0.49155292977063114	-1.02879013523587	-1.8499992615580056	
FGFR3	0.051177073	0.08454514699999999	0.052301255	-4.288358552931559	-3.564134245310658	-4.257010624553883	
CSK	0.49776008	0.371370695	0.234869015	-1.0064775630324645	-1.4290681187260985	-2.0900716959448844	
FGFR1	0.046282012000000004	0.134328358	0.139362032	-4.433404606242733	-2.8961641912596527	-2.8430905301393903	
FES	0.071263139	0.108861311	0.09414422900000001	-3.810700157047359	-3.199436779452947	-3.4089835287988377	
CSNK1D	0.048555475	0.0	0.055447740999999995	-4.364222210092983	-100000.0	-4.172727505122365	
FER	0.09342301900000001	0.348046195	0.134125311	-3.420078122650396	-1.522649292047798	-2.8983465786855276	
CSNK1G2	0.016923337	0.016739203	0.0	-5.884842117849191	-5.900625350973708	-100000.0	D
PTK2B	0.045337765999999995	0.014757969	0.105788122	-4.463142885156669	-6.082361999219285	-3.240750445636768	
CSNK1G3	0.7222483909999999	0.40861229	1.516360734	-0.46943301008003513	-1.2911954976311935	0.6006130036701743	
ERBB4	0.433694746	0.252684776	0.245098039	-1.2052481291261852	-1.9845893488909077	-2.028569153466343	
CSNK2A1	0.046382189000000004	0.022232103	0.08851515800000001	-4.430285280422087	-5.49121176618852	-3.497931655495803	
ADRBK1	0.048590865	0.030656039	0.113140456	-4.3631710746666625	-5.027684888219035	-3.143813204159725	
CSNK2A2	0.232414007	0.10606328400000001	1.143133151	-2.1052310759707025	-3.2370027709475275	0.19299345700765264	
PDGFRL	0.305042168	0.415019763	0.154888674	-1.7129194051317111	-1.2687480564923292	-2.690696441795621	
STK11	0.046468401	11.09634551	0.07446016400000001	-4.427606187901344	3.4720127099581157	-3.747387396017126	
STK10	0.09317927699999999	0.050951087	0.0	-3.4238470534962153	-4.294743264330032	-100000.0	
CDK9	0.45002812700000006	0.6514657979999999	0.294168541	-1.1519129214110635	-0.6182386556964435	-1.7652851248752721	
CDKL5	0.06879945	0.0	0.10200612	-3.8614591580660163	-100000.0	-3.2932723835848856	
ILK	0.044893378	0.049664763	0.0	-4.47735353392017	-4.331633562835731	-100000.0	
STK4	0.046970409000000005	0.0	0.045433894	-4.41210403369866	-100000.0	-4.460087230104529	
IKBKB	0.0	0.038277512	0.0	-100000.0	-4.707359130638188	-100000.0	D
LCK	0.220488467	0.083402836	0.32550968	-2.181224899590069	-3.583759748388089	-1.6192276480238124	
NEK4	0.47889853299999996	0.102511533	0.027510316	-1.0622080786846462	-3.286141866464803	-5.183883478364346	
LIMK1	1.5277777780000001	0.10790812400000001	0.284328483	0.6114347122921939	-3.2121246108463586	-1.8143694646565063	
SRPK2	0.10876320699999999	0.014954388999999998	0.353791724	-3.200737498371748	-6.063287223127386	-1.499027794410733	
LIMK2	0.017528484	0.36641707799999995	0.0	-5.834154963800439	-1.448441348625742	-100000.0	D
PIM1	0.20566366100000003	0.212153357	0.37558685399999997	-2.2816411903120124	-2.2368205876519043	-1.4127815271057775	
LTK	0.108127591	0.033760972	1.03653356	-3.209193391242606	-4.8884997490177495	0.051766827553708955	
PIK3CB	0.096649485	0.030726686	0.04730369	-3.371094144766311	-5.024364015072501	-4.401903462086171	
LYN	0.017683466000000002	0.086818116	0.015223017	-5.82145511578426	-3.525860074105703	-6.037601879580113	D
PIK3CA	0.148544266	0.038270188	0.159320234	-2.751035178526053	-4.70763520159817	-2.6499985911271597	
MAK	0.021331057999999996	0.0	0.20283975699999998	-5.550900666032511	-100000.0	-2.3015876437033698	D
MARK1	0.0	0.09672739	0.165125495	-100000.0	-3.3699317186671096	-2.5983652086129894	
EPHB3	0.015830299	0.015167601999999999	0.0	-5.981167684663282	-6.042863176449099	-100000.0	D
EPHB2	0.027225701	0.14421096	0.061374795	-5.1988869942318505	-2.793747281648564	-4.026209889133175	
EPHB1	0.079713033	0.183116645	0.092336103	-3.6490405670987838	-2.449165159199837	-3.436961344340157	
MAST2	0.5704594510000001	0.646130729	0.36647546200000003	-0.8098037533695247	-0.6301020058208433	-1.4482114914424622	
EPHA8	0.044873233	0.019611688999999998	0.0	-4.4780010595817235	-5.672142400955848	-100000.0	D
CDK6	0.20583190399999998	0.168378515	0.291395269	-2.28046147720726	-2.570220031782486	-1.778950640428127	
CSNK1E	0.015847861	0.030025522000000002	0.015605493	-5.979568058112762	-5.057666862069793	-6.001802254983455	D
EPHA5	0.27226137100000003	0.721301412	0.23573786	-1.8769357905081552	-0.4713258468914376	-2.0847446178099545	
PLK2	0.06537372	0.021321962000000003	0.089146423	-3.9351453957226896	-5.551515991948042	-3.487679278898014	
EPHA4	0.09054690300000001	0.221843003	0.131430717	-3.4651908926407096	-2.172389044079426	-2.9276256039710145	
NUAK1	0.13056961	0.120084059	0.029329814	-2.9371089453550208	-3.0578834469916623	-5.09148826774663	
EPHA3	0.109872861	0.138546798	0.047483381	-3.1860930155685634	-2.851554726275914	-4.396433525682189	
EPHA1	0.089158345	0.09491268	0.110375276	-3.4874863529264197	-3.397255350672714	-3.179511049463601	
PIK3R4	0.25103102	0.43741588200000003	0.36578993200000004	-1.9940624453128337	-1.1929224911756453	-1.4509127279843403	
TBK1	0.080021339	0.239808153	0.333333333	-3.643471420220209	-2.060047386540902	-1.5849625021638512	
NEK2	0.077760498	0.029850746	0.029806258999999998	-3.684818731378488	-5.0660892034420275	-5.068240876533254	D
MAP2K4	0.172051233	0.0	0.09172909300000001	-2.5390898637446893	-100000.0	-3.4464768150590483	
MAPK12	0.038008362000000004	0.082494638	0.051150895	-4.717539337302991	-3.59955583989758	-4.289096706387402	
JAK3	0.35468853899999997	0.458190149	0.45150803700000003	-1.4953753814594906	-1.1259816535769966	-1.1471764264794657	
RYK	0.0	0.0	0.0	-100000.0	-100000.0	-100000.0	D
KDR	0.11153601	0.10460251	0.015730691	-3.1644185276914	-3.257010624553882	-5.990274144553386	
RPS6KB2	0.114383758	0.097680098	0.049664763	-3.1280458846977623	-3.35579154202882	-4.331633562835731	
MAP3K4	0.0	0.219435737	0.049099835999999994	-100000.0	-2.1881295946970805	-4.348137984020538	
RPS6KB1	0.098019996	0.060725672	0.09335615400000001	-3.3507801019005536	-4.041549639731152	-3.421111062313641	
MAP3K5	0.062656642	0.033288948	0.20387359800000002	-3.9963887373297884	-4.908812910740353	-2.294253139055792	
RPS6KA3	0.14265335199999998	0.15495867800000002	2.286611974	-2.8094144478137824	-2.6900445438548517	1.1932115687749136	
MET	0.056116723	0.210178652	0.074805506	-4.155425426178394	-2.250311953740463	-3.7407117273282404	
RPS6KA2	0.084051271	0.112812248	0.120130427	-3.5725865541142006	-3.148004385576142	-3.0573264873711112	
SCGB2A1	0.112359551	0.076031173	0.201280878	-3.153805330452525	-3.717265140801496	-2.312717974416211	
PFKP	0.19178520100000002	0.214690998	0.193735873	-2.38243669500909	-2.2196663946689243	-2.3678369803503068	
MAP3K9	0.33386048100000004	0.39623576	0.339147287	-1.582682762910556	-1.3355690065666352	-1.56001614283248	
PFKM	9.0367428	0.244379277	0.206753963	3.1758028619032217	-2.0328061429422823	-2.2740131120656515	
MAP3K10	0.066357001	0.069613644	0.0	-3.913607504508635	-3.8444860934420175	-100000.0	
PFKL	0.05151098900000001	0.15493200199999999	0.13216586800000002	-4.27897595001059	-2.6902929239158837	-2.9195784477316287	
MOS	0.0	0.105411103	0.14222222199999998	-100000.0	-3.245901260175945	-2.8137811934712484	
DYRK1A	0.154479918	0.193008793	0.21519259699999999	-2.69450879128772	-2.37326152030319	-2.21629964736037	
DTYMK	0.29010238899999996	0.543385974	0.034831069	-1.7853659186749227	-0.8799507680131564	-4.843481438431139	
DOK1	1.238965464	0.47176989799999997	1.082352941	0.30913597310373075	-1.0838447267372582	0.11417101968408898	
CDK2	0.157035176	0.075677312	2.1393643030000002	-2.670840334773572	-3.723995343607198	1.0971821736575804	
DMPK	0.15603666900000002	0.0	0.015954052	-2.680042989082558	-100000.0	-5.969933304475083	D
PRPS1L1	0.705128205	0.34553164799999997	0.6692607	-0.504042505599897	-1.5331102386251654	-0.5793597953305563	
DGUOK	0.068870523	0.022099447999999997	0.0	-3.859969556934904	-5.499845855343915	-100000.0	D
PRKD3	0.241046832	0.071073205	0.082726671	-2.052614625899615	-3.814550431613035	-3.595503661876188	
DAPK1	0.94210346	0.19395506699999998	0.052356020999999996	-0.08604259233928369	-2.366205628684014	-4.255500731561422	
EPHB4	0.053087949	0.098911968	0.065735415	-4.235471784321491	-3.3377110972065767	-3.9271853568345128	
DGKQ	0.049443758	0.06827492	0.17215937	-4.338067789535658	-3.8725004712370503	-2.538183391268772	
RIPK2	0.134641277	0.113122172	0.7424846070000001	-2.892807329856488	-3.1440463689242137	-0.4295669782466347	
DGKG	0.049244910999999995	0.285759644	0.200924252	-4.343881546513468	-1.8071259066271597	-2.315276383835233	
DGKB	0.217520269	0.427599611	0.10349824099999999	-2.2007782542785193	-1.2256675542906665	-3.272321846217269	
CDK10	0.157618214	0.08454514699999999	0.176865936	-2.6654938359233586	-3.564134245310658	-2.49927188007595	
DAPK3	0.40828670799999994	0.056980057	0.23439789	-1.2923454942962012	-4.1333991249122555	-2.092968511902958	
IP6K2	0.071174377	0.756081525	0.13300083099999999	-3.812498229878053	-0.4033862924886549	-2.910492835056885	
RNASEL	0.196880206	0.173160173	8.132485583	-2.3446100224549675	-2.5298209478631883	3.023696359706882	
GRK1	0.253439537	0.158534437	0.220628792	-1.9802864899648969	-2.657131836902887	-2.180307020344534	
DYRK2	0.158982512	0.021353833	0.12639561800000002	-2.653060016412071	-5.549361133804385	-2.983981647189233	
RET	0.0	0.087272727	0.119527865	-100000.0	-3.518325312199288	-3.0645811083880727	
DGKA	0.064599483	0.015432099	1.858794127	-3.9523335709286025	-6.017921886068298	0.8943669916648687	
RAF1	0.122828566	0.724414303	0.333068993	-3.0252819703855716	-0.46511306342056985	-1.5861070420678445	
MST1R	0.044672772	0.020132877	0.0	-4.484460411368731	-5.634302840811324	-100000.0	D
MAP4K2	0.546184739	0.121710026	0.030330604	-0.8725390907010531	-3.038480078317229	-5.043081961871056	
MUSK	0.125201216	0.0	1.8857758619999998	-2.9976795205669076	-100000.0	0.9151582115393574	
ALDH18A1	0.0	0.288517023	0.0	-100000.0	-1.7932716520195329	-100000.0	
MVK	0.054486015	0.069204152	0.0	-4.197970210880347	-3.8529975928070184	-100000.0	
TWF1	0.07048458099999999	0.031215858	0.0	-3.826548497479949	-5.001577069476609	-100000.0	D
MYLK	0.0	0.042689434000000005	0.022862369	-100000.0	-4.549977155106867	-5.450881286332907	D
NEK1	0.164917541	0.205248497	0.523560209	-2.6001832396665834	-2.2845564374571725	-0.933572639429607	
PCTK1	0.360205832	0.24201355300000002	1.526960394	-1.4731065551496552	-2.046840252766048	0.6106626422783021	
NEK3	0.137509549	0.043053960999999995	0.18018018	-2.8623962884929415	-4.537710216910356	-2.472487772905439	
PCM1	0.064683053	0.202101859	0.146305779	-3.950468415044594	-2.306845502720698	-2.7729413386031774	
NME1	1.118012422	0.406504065	0.032061558	0.1609362177501894	-1.2986583157087845	-4.963011656226744	
NME2	0.112359551	0.063502143	0.222116452	-3.153805330452525	-3.9770509105937877	-2.1706118386987043	
DYRK3	2.435813035	0.0	0.105513057	1.2844034009659275	-100000.0	-3.244506554688871	
STK24	0.136425648	0.279916025	0.018201675	-2.8738131985899185	-1.8369340123129445	-5.779784969955103	
PGK1	0.139609095	0.042844901	0.117485804	-2.840535164199497	-4.544732671311753	-3.0894416507447175	
ULK1	1.082322073	0.754716981	1.250812216	0.11412987437568291	-0.4059923599283086	0.32286521445918337	
MELK	0.10288065800000001	0.033892561	0.09986684400000001	-3.280956319948083	-4.882887535472599	-3.323850410019196	
PIP4K2B	0.052228412	0.017102788	0.018241518	-4.259021350405995	-5.869624665487222	-5.776630398871482	D
PIP5K1B	0.180831826	0.243062589	0.174452413	-2.4672794836627654	-2.0406002369693645	-2.5190945420724282	
CDC2	0.546272494	0.0	0.0	-0.8723073128341284	-100000.0	-100000.0	
PIP5K1A	0.7069767440000001	0.558951965	0.68833652	-0.5002653365255312	-0.8392037882660098	-0.5388140400775661	
AK1	0.187930674	1.084634347	0.701530612	-2.4117275325679937	0.11720876185887963	-0.511422036206818	
NME5	0.512732866	0.656104977	0.27221777399999997	-0.9637207179332752	-0.6080014299210553	-1.8771668266328982	
COASY	0.18341892899999998	0.0	0.139445703	-2.4467855608331557	-100000.0	-2.842224616283808	
KIT	0.02446184	0.02078138	0.0	-5.353323263463152	-5.58856472932226	-100000.0	D
KHK	0.301457042	0.118283204	0.345224396	-1.729975663936578	-3.0796828667400096	-1.5343936757222054	
TK2	0.138632163	0.10789149199999999	0.15415446300000002	-2.8506660898107583	-3.212346992187089	-2.6975514366796345	
ATR	0.39407018200000005	0.378230721	0.649042267	-1.343475505290363	-1.4026615469504	-0.623615662262749	
MAP4K3	0.037488285	0.199600798	0.0	-4.737416362510662	-2.3248106063347276	-100000.0	
PRPSAP2	1.43442623	0.104321908	0.089672695	0.5204737747640807	-3.2608859337317564	-3.479187433002107	
PRPSAP1	0.286446555	0.144029958	0.12046378599999999	-1.8036621078392017	-2.7955591737555308	-3.0533285883534713	
EPHA2	0.60483871	0.065778655	0.0	-0.7253776191215571	-3.9262366806082225	-100000.0	
PRPS2	0.226171244	0.107816712	0.39408867	-2.1445125818983195	-3.2133472762512	-1.3434078221174772	
MARK2	0.017689721999999998	0.06596306099999999	0.018497965	-5.820944814011635	-3.922197841529139	-5.75648962421658	D
PRPS1	0.6370656370000001	0.6821037520000001	0.701495293	-0.6504860735893793	-0.5519368965301281	-0.5114946714247114	
NTRK2	0.126262626	0.032674400000000006	0.167841558	-2.9855004333056914	-4.935695445719499	-2.5748281198883727	
PRKY	0.727133563	3.313778342	0.376370479	-0.45970770601135236	1.7284771041911362	-1.4097746216310763	
NTRK3	0.09661835699999999	1.1931562359999999	0.285588752	-3.3715588698975734	0.2547829668758715	-1.807988935385115	
PRKX	0.0	0.0	0.10670081099999999	-100000.0	-100000.0	-3.228356953202704	D
ROR1	0.073855244	0.090958705	2.223664989	-3.7591558283757385	-3.4586444753794092	1.1529394521287668	
EIF2AK2	0.0	0.476548784	0.160427807	-100000.0	-1.0693041854061822	-2.640003868655293	
ROR2	0.268902246	0.11002829300000001	0.04761149	-1.894846289548166	-3.1840535445711593	-4.392546411080548	
NTRK1	0.254323499	0.494361193	0.297758972	-1.9752633244657805	-1.016362597728916	-1.7477831152114265	
DDR2	0.141271443	0.028931000000000002	0.170252283	-2.8234582301075575	-5.11123999889203	-2.5542539506841133	
NRGN	0.41313778100000004	0.27137042100000003	0.281531532	-1.275305095770585	-1.8816646173222122	-1.8286315792873746	
PAK1	0.399513636	0.445053064	0.207072316	-1.3236833495467606	-1.1679507349755087	-2.2717934058349827	
NME4	0.352112676	0.667668169	0.662020906	-1.5058909299607885	-0.5827968333302789	-0.5950513181776911	
PAK2	0.347674924	0.286280555	0.16813787300000002	-1.5241890782257475	-1.804498413225527	-2.572283367130106	
PAK3	0.131233596	0.140646976	0.23561751399999997	-2.9297909955257007	-2.8298495607680154	-2.0854813128419436	
JAK2	0.098651759	0.12867942699999999	0.164907652	-3.3415114147716314	-2.9581466779844074	-2.600269751016028	
JAK1	0.0	0.067704807	0.0	-100000.0	-3.8845979218701086	-100000.0	
EGFR	0.17064846399999997	0.07706535099999999	0.178542444	-2.5509006660325104	-3.6977738273803644	-2.4856610152024965	
ITPKB	0.210003818	0.411099692	0.191071739	-2.251512537664562	-1.2824398038666578	-2.387813686638192	
MAPKAPK2	0.143095636	0.10576414599999999	0.277248311	-2.8049484201474577	-3.241077457554678	-1.850749423388912	
ITPKA	0.123839009	0.12599748	0.14957265	-3.0134622631608288	-2.988533215351531	-2.741081698516452	
ARAF	0.040096231	0.037467216	0.034170511	-4.6403895584102735	-4.738227407523009	-4.87110436718596	
ITPK1	0.07537215	0.868357068	0.0	-3.729824643456553	-0.2036396947226369	-100000.0	
MATK	0.22816166899999998	0.109838381	0.5517689060000001	-2.1318716546565963	-3.1865458292249373	-0.8578639365353545	
ITK	0.046253469000000005	0.033372268	0.13048442300000002	-4.434294618277319	-4.9052064534742845	-2.9380505041993574	
FRAP1	0.0	0.0	0.0	-100000.0	-100000.0	-100000.0	D
IRAK2	0.312614932	0.18742545600000002	2.035758541	-1.677541404816389	-2.4156111827075044	1.025566455146486	
ERBB2	0.065800296	0.016509823	0.016129031999999998	-3.9257621158936673	-5.920531536415805	-5.954196333469997	D
RIOK2	0.207000376	0.0	0.037174721	-2.272294706617628	-100000.0	-4.749534275027007	
INSR	0.345735924	0.23984649800000002	0.261694472	-1.5322575789816686	-2.0598167199921864	-1.934044645482	
AKT1	0.047003525	0.0	0.020366599	-4.41108723491376	-100000.0	-5.617651103701955	D
DCK	0.44686225	0.296931706	0.25498008	-1.1620979209043527	-1.751796944147039	-1.9715435521474034	
PI4KA	0.357739089	0.34974441799999995	0.481372959	-1.4830203292929085	-1.5156270630526816	-1.0547729938151318	
SGK1	0.37904124899999997	1.525940997	0.171559283	-1.3995732372837026	0.6096991790917142	-2.5432209032632853	
MAP2K2	0.110479798	0.182537268	0.07741136400000001	-3.178145507983474	-2.4537370507864065	-3.6913108200070135	
MAP2K1	0.16661113	0.133600534	0.11682243	-2.5854433156757106	-2.9040023206262044	-3.0976107954722663	
EPHB6	0.346306069	0.228588845	0.261901094	-1.5298804239578205	-2.1291730922791774	-1.9329060088335295	
MAPK13	0.034246575	0.014920919	0.031328321	-4.867896478419605	-6.066519793865778	-4.996388737329789	D
ERBB3	0.132042254	0.710556845	0.555068653	-2.920928423776627	-0.49297802428055115	-0.8492618743845515	
MAPK10	0.022386389	0.022172948999999997	0.157657658	-5.481234354390414	-5.495055528512288	-2.66513284627243	D
PCTK3	0.189713322	0.436812773	0.584435558	-2.3981071040214603	-1.1949130516462376	-0.7748841381873186	
MAPK9	0.113100848	0.05275189	0.082290981	-3.144318348576355	-4.244633406006455	-3.6031218682357196	
PDGFRA	0.066108418	0.0	0.151617251	-3.9190221989253153	-100000.0	-2.721494182300369	
MAPK11	0.131147541	0.136425648	0.435875943	-2.930737337382549	-2.8738131985899185	-1.198010514669548	
PDGFRB	0.151343171	0.017790429	0.017223561999999998	-2.7241045164296245	-5.812754889472622	-5.859472652828941	D
MAPK8	0.06636801099999999	0.09447331099999999	0.20341104699999998	-3.913368151395048	-3.4039493686547253	-2.2975300625978625	
PDK1	0.332075472	0.327234865	0.48448145299999995	-1.5904169295017234	-1.6116016275278096	-1.0454866576826873	
MPP3	0.20256583399999997	0.16970071	0.016949153	-2.3035372340523836	-2.5589354939941975	-5.882643010409076	
PDK2	0.21539064	0.099272005	0.244821092	-2.214972537293936	-3.3324692589489433	-2.030200239418152	
MPP2	0.16509434	0.149142431	0.118764846	-2.598637434320644	-2.74523733233894	-3.073820228501924	
PDK3	0.157645822	0.860009556	0.107334526	-2.6652411593079353	-0.21757540447121212	-3.219813876417145	
MPP1	0.035473572	0.241254524	0.266114725	-4.817111580470835	-2.0513720988644897	-1.909879753273096	
PDK4	0.10060362199999999	0.872093023	0.090593387	-3.313245847921139	-0.19744606462940759	-3.4644504473454885	
PDPK1	0.016826518999999998	0.048796357	0.318167356	-5.89311944096598	-4.357082745556614	-1.652142272269392	
CDK8	0.0	0.036127168	0.018399264	-100000.0	-4.7907720230888025	-5.7642081324482595	D
CDK7	0.11597084199999999	0.148883375	0.164176654	-3.108165973929339	-2.747745429913834	-2.6066791051227387	
PRKDC	0.09069472199999999	0.019904459	1.517571885	-3.462837594544484	-5.650764530032171	0.6017648563008782	
CDK5	0.017343045	0.270830014	0.075335242	-5.8494989682203675	-1.8845404643588395	-3.7305312709009937	
HIPK3	0.11935208900000001	0.062519537	0.82345191	-3.066704276992471	-3.9995490955426707	-0.28024369658159376	
CDK4	0.09060022699999999	0.022609089	0.0	-3.4643415248082476	-5.4669533277896925	-100000.0	D
CDK3	0.324780773	0.093562874	0.074701195	-1.6224618672860693	-3.417920011689929	-3.7427248676867966	
ABL2	0.953470633	0.303905182	0.276031284	-0.06873959083042452	-1.7183068198890732	-1.8570963108043046	
ACVR1	0.564971751	0.698523575	0.768268715	-0.8237493613614403	-0.5176192878257923	-0.3803170886384998	
CD2	0.47513462100000003	0.47706986799999995	0.0	-1.073591761375322	-1.0677275271142508	-100000.0	
ACVR1B	0.34423407899999997	0.32322610399999996	0.367478181	-1.5385381643583653	-1.6293843788812687	-1.4442695023467573	
CAMK2G	0.0	0.0	0.036852773	-100000.0	-100000.0	-4.762083010268991	D
ACVR2A	0.435029317	0.08460236900000001	0.132751754	-1.2008154661896355	-3.5631581281233493	-2.913197171934134	
CAMK2D	0.501488795	0.136715783	0.12223071	-0.9957106285036001	-2.8707482920205805	-3.0323212925581533	
ACVR2B	0.038454142999999996	0.068610635	0.426112153	-4.70071714910229	-3.865423970919322	-1.23069489616916	
MOK	0.15462778900000002	0.163165409	0.10818608	-2.693128477760533	-2.615592855921259	-3.208413211313035	
ACVRL1	0.07957032	0.148726529	0.035155563	-3.6516257888258057	-2.7492660847327213	-4.83010319101784	
ADK	0.134537767	0.05032712599999999	0.083514281	-2.8939168766386145	-4.31251997667934	-3.581833269239485	
MAPK1	0.600505689	0.015424958	0.015622559	-0.7357501812575188	-6.0185896286511955	-6.000225401197065	D
PRKG2	0.096842921	0.364789849	0.14471779999999998	-3.3682095948589796	-1.4548625106728614	-2.788685713498924	
FLT1	0.037271711	0.082863772	0.051150895	-4.745775140642076	-3.5931146957690387	-4.289096706387402	
PRKG1	0.0	0.046853038	0.108932462	-100000.0	-4.415713593001575	-3.198494151965557	
FLT3	0.19584802199999998	0.135043889	0.17965049800000002	-2.352193537266057	-2.8884997383345916	-2.476735160320263	
PRKCZ	0.25408924899999996	0.201863354	0.186115764	-1.9765927613792809	-2.3085490653525063	-2.4257278380854257	
CDK14	0.0	0.0	0.075795856	-100000.0	-100000.0	-3.721737215938767	
PRKCSH	0.033107101	0.01619171	0.017799929	-4.91671550208516	-5.948600833643484	-5.811984703164636	D
PGK2	0.320085356	0.459374103	0.25295109600000004	-1.643471420220209	-1.1222585671366363	-1.9830696047426164	
PRKCQ	0.19584802199999998	0.08250825099999999	0.148465853	-2.352193537266057	-3.599317790639713	-2.751796944147039	
PHKG1	0.502268308	0.153069034	0.33713276600000003	-0.9934698478164607	-2.707745641005744	-1.568611244935516	
PRKD1	0.07127583700000001	0.19851116600000002	0.068434559	-3.810443113785343	-2.332707935480041	-3.869131129184115	
PHKG2	0.050352467000000005	0.193257462	0.5595667870000001	-4.311793725515349	-2.371403974747292	-0.8376177607842583	
MAP3K3	0.460515095	0.298930145	0.429799427	-1.118679648397632	-1.7421197049001216	-1.218264535492558	
